seed,node,peer,source,destination,sequence,hop_sequence,completion_s,reason,resend_count,capacity_released,nsdp_released,event_index,unique_delivered_by_stop,first_delivery_s,delivery_after_hop_completion
129,7,8,7,1,877,12,301.652292442,ack,0,1,1,24372,True,685.383811086,True
129,7,8,7,1,883,13,302.302292442,ack,0,1,1,24974,True,657.966811086,True
129,8,2,8,1,878,14,304.408295346,ack,0,1,1,26894,True,442.569811086,True
129,7,8,7,1,889,14,304.876292442,ack,1,1,1,27332,True,669.497811086,True
129,7,8,7,1,901,16,305.864292442,ack,0,1,1,28293,True,697.213811086,True
129,7,8,7,1,895,15,305.864292442,ack,0,1,1,28296,True,656.497811086,True
129,7,8,7,1,913,18,307.008292442,ack,0,1,1,29365,False,,
129,7,8,7,1,925,20,307.970292442,ack,0,1,1,30180,True,783.117811086,True
129,7,8,7,1,919,19,307.970292442,ack,0,1,1,30183,True,658.252811086,True
129,7,8,7,1,937,22,308.802292442,ack,0,1,1,31110,True,674.502811086,True
129,7,8,7,1,931,21,308.802292442,ack,0,1,1,31113,True,661.047811086,True
129,7,8,7,1,907,17,309.517292442,ack,1,1,1,31906,True,690.986811086,True
129,7,8,7,1,955,25,310.596292442,ack,0,1,1,32892,True,745.859811086,True
129,7,8,7,1,949,24,310.596292442,ack,0,1,1,32895,True,694.041811086,True
129,7,8,7,1,943,23,310.596292442,ack,0,1,1,32898,True,839.485811086,True
129,7,8,7,1,967,27,311.844292442,ack,0,1,1,34095,True,820.128811086,True
129,7,8,7,1,961,26,311.844292442,ack,0,1,1,34098,True,812.107811086,True
129,7,8,7,1,971,28,312.533292442,dack,0,0,1,34929,True,834.285811086,True
129,7,8,7,1,1000,31,314.405292442,dack,0,0,1,36628,True,834.935811086,True
129,7,8,7,1,1001,32,315.120292442,dack,0,0,1,37342,True,781.466811086,True
129,7,8,7,1,977,29,316.121292442,dack,1,0,1,38185,True,821.324811086,True
129,8,2,8,1,884,15,321.308295346,ack,1,1,1,42367,True,576.430811086,True
129,7,8,7,1,994,30,322.123000028,no_ack,2,1,1,43086,False,,
129,4,5,4,1,875,15,323.518292444,ack,0,1,1,43921,True,356.132811086,True
129,8,2,8,1,890,16,324.246295346,ack,1,1,1,44588,False,,
129,4,5,4,1,881,16,326.378292444,ack,1,1,1,46153,False,,
129,8,2,8,1,896,17,329.511295346,ack,2,1,1,48144,True,576.963811086,True
129,8,2,8,1,902,18,329.953295346,ack,0,1,1,48577,True,577.704811086,True
129,8,2,8,1,908,19,330.486295346,ack,0,1,1,48980,True,580.226811086,True
129,8,2,8,1,914,20,331.019295346,ack,0,1,1,49465,True,582.371811086,True
129,8,2,8,1,920,21,331.734295346,ack,0,1,1,50109,False,,
129,8,2,8,1,932,23,332.553295346,ack,0,1,1,50708,True,587.168811086,True
129,8,2,8,1,926,22,332.553295346,ack,0,1,1,50711,True,584.282811086,True
129,7,8,7,1,1011,33,333.216292442,dack,0,0,1,51422,True,842.410811086,True
129,7,8,7,1,1019,34,334.802292442,dack,0,0,1,52760,True,856.177811086,True
129,4,5,4,1,887,17,335.292000028,no_ack,2,1,1,53118,False,,
129,7,8,7,1,1020,35,335.517292442,dack,0,0,1,53378,True,855.683811086,True
129,4,5,4,1,893,18,336.245292444,ack,0,1,1,54028,True,366.246811086,True
129,7,8,7,1,1030,36,336.882292442,dack,0,0,1,54684,True,864.783811086,True
129,4,5,4,1,899,19,337.129292444,ack,0,1,1,54951,True,389.152811086,True
129,4,5,4,1,905,20,338.767292444,ack,0,1,1,56482,True,382.795811086,True
129,8,2,8,1,938,24,339.079295346,ack,0,1,1,56852,False,,
129,8,2,8,1,944,25,339.625295346,ack,0,1,1,57379,False,,
129,8,2,8,1,956,27,340.561295346,ack,0,1,1,58200,False,,
129,8,2,8,1,950,26,340.561295346,ack,0,1,1,58203,True,655.288811086,True
129,8,2,8,1,968,29,341.406295346,ack,0,1,1,58857,True,649.451811086,True
129,8,2,8,1,962,28,341.406295346,ack,0,1,1,58860,True,645.954811086,True
129,8,2,7,1,877,30,342.433295346,ack,0,1,1,59770,True,685.383811086,True
129,8,2,7,1,889,33,343.642295346,ack,0,1,1,60637,True,669.497811086,True
129,8,2,7,1,895,34,344.396295346,ack,0,1,1,61309,True,656.497811086,True
129,4,5,4,1,911,21,344.526292444,ack,2,1,1,61467,True,396.146811086,True
129,4,5,4,1,923,23,345.956292444,ack,0,1,1,62757,True,396.822811086,True
129,8,2,7,1,913,36,345.956295346,ack,0,1,1,62806,False,,
129,8,2,7,1,901,35,345.956295346,ack,0,1,1,62809,True,697.213811086,True
129,8,2,7,1,883,31,345.956295346,ack,1,1,1,62812,True,657.966811086,True
129,8,2,7,1,919,37,346.450295346,ack,0,1,1,63319,True,658.252811086,True
129,4,5,4,1,929,24,346.710292444,ack,0,1,1,63537,True,398.382811086,True
129,8,2,7,1,931,39,347.438295346,ack,0,1,1,64282,True,661.047811086,True
129,8,2,7,1,925,38,347.438295346,ack,0,1,1,64285,True,783.117811086,True
129,8,2,8,1,992,32,347.438295346,ack,2,1,1,64288,True,697.460811086,True
129,4,5,4,1,935,25,347.750292444,ack,0,1,1,64642,True,399.149811086,True
129,8,2,7,1,937,40,348.205295346,ack,0,1,1,65074,True,674.502811086,True
129,4,5,4,1,941,26,348.296292444,ack,0,1,1,65168,True,399.916811086,True
129,4,5,4,1,917,22,348.851000028,no_ack,2,1,1,65657,False,,
129,8,2,7,1,955,44,349.583295346,ack,0,1,1,66385,True,745.859811086,True
129,8,2,7,1,949,43,349.583295346,ack,0,1,1,66388,True,694.041811086,True
129,8,2,7,1,907,41,349.583295346,ack,0,1,1,66391,True,690.986811086,True
129,8,2,7,1,961,45,350.012295346,ack,0,1,1,66784,True,812.107811086,True
129,4,5,4,1,947,27,351.286292444,ack,1,1,1,67761,True,400.163811086,True
129,8,2,7,1,967,46,351.351295346,ack,0,1,1,67899,True,820.128811086,True
129,4,5,4,1,953,28,351.715292444,ack,1,1,1,68176,True,410.264811086,True
129,4,5,4,1,965,30,352.521292444,ack,0,1,1,68968,True,403.413811086,True
129,4,5,4,1,959,29,352.521292444,ack,0,1,1,68971,True,402.048811086,True
129,8,2,8,1,1129,51,352.690295346,dack,0,0,1,69218,True,782.818811086,True
129,8,2,7,1,977,50,352.690295346,dack,0,0,1,69220,True,821.324811086,True
129,8,2,7,1,1001,49,352.690295346,ack,0,1,1,69222,True,781.466811086,True
129,8,2,8,1,1146,52,353.106295346,dack,0,0,1,69589,True,796.702811086,True
129,8,2,8,1,1169,53,353.639295346,dack,0,0,1,70213,True,815.968811086,True
129,7,8,7,1,1031,37,354.341292442,ack,0,1,1,70834,True,883.802811086,True
129,7,8,7,1,1038,38,355.160292442,ack,0,1,1,71539,True,885.050811086,True
129,7,8,7,1,1061,42,357.565292442,ack,0,1,1,73535,False,,
129,7,8,7,1,1062,43,358.449292442,ack,0,1,1,74376,False,,
129,7,8,7,1,1048,39,358.449292442,ack,1,1,1,74379,True,891.849811086,True
129,7,8,7,1,1069,44,359.359292442,ack,0,1,1,75299,True,892.356811086,True
129,7,8,7,1,1050,40,359.359292442,ack,1,1,1,75302,True,902.626811086,True
129,7,8,7,1,1084,45,360.295292442,ack,0,1,1,76145,True,917.433811086,True
129,7,8,7,1,1052,41,360.295292442,ack,1,1,1,76148,True,900.819811086,True
129,7,8,7,1,1090,46,360.919292442,dack,0,0,1,76688,True,895.489811086,True
129,7,8,7,1,1134,48,361.790292442,dack,0,0,1,77647,False,,
129,7,8,7,1,1097,47,361.790292442,dack,0,0,1,77649,True,920.384811086,True
129,7,8,7,1,1215,50,363.129292442,dack,0,0,1,79042,True,907.982811086,True
129,7,8,7,1,1202,49,364.936292442,dack,1,0,1,80811,False,,
129,8,2,7,1,943,42,366.431295346,dack,2,0,1,82096,True,839.485811086,True
129,8,2,8,1,1178,55,367.874295346,dack,0,0,1,83412,False,,
129,8,2,8,1,1183,56,368.394295346,dack,0,0,1,83991,True,821.974811086,True
129,8,2,7,1,1000,48,370.474295346,dack,2,0,1,85851,True,834.935811086,True
129,8,2,7,1,971,47,370.474295346,dack,2,0,1,85853,True,834.285811086,True
129,8,2,8,1,1173,54,372.879295346,dack,2,0,1,87873,True,837.600811086,True
129,8,2,8,1,1195,58,374.179295346,dack,0,0,1,89155,True,863.457811086,True
129,8,2,8,1,1189,57,374.179295346,dack,0,0,1,89157,True,842.800811086,True
129,8,2,8,1,1196,59,376.428295346,dack,1,0,1,90978,True,841.162811086,True
129,8,2,7,1,1011,60,377.143295346,dack,1,0,1,91660,True,842.410811086,True
129,7,8,7,1,1221,51,381.550292442,dack,0,0,1,95587,False,,
129,7,8,7,1,1359,53,382.902292442,dack,0,0,1,96961,True,954.925811086,True
129,7,8,7,1,1228,52,382.902292442,dack,0,0,1,96963,True,917.693811086,True
129,7,8,7,1,1365,54,383.786292442,dack,0,0,1,97916,True,953.326811086,True
129,7,8,7,1,1378,55,387.764292442,dack,1,0,1,101449,True,953.677811086,True
129,8,2,7,1,1020,62,390.585295346,dack,0,0,1,104106,True,855.683811086,True
129,8,2,7,1,1019,61,392.600295346,dack,1,0,1,105705,True,856.177811086,True
129,8,2,8,1,1243,64,395.161295346,dack,0,0,1,107944,True,872.557811086,True
129,8,2,7,1,1030,63,395.161295346,dack,0,0,1,107946,True,864.783811086,True
129,8,2,8,1,1247,65,397.150295346,dack,0,0,1,109551,True,865.641811086,True
129,8,2,8,1,1255,66,397.943295346,dack,0,0,1,110332,True,867.188811086,True
129,7,8,7,1,1384,56,402.506292442,dack,0,0,1,114417,True,966.664811086,True
129,4,5,8,1,878,48,404.196292444,ack,0,1,1,115937,True,442.569811086,True
129,7,8,7,1,1394,58,404.495292442,dack,0,0,1,116431,True,972.930811086,True
129,7,8,7,1,1395,59,404.976292442,dack,0,0,1,116804,True,987.490811086,True
129,7,8,7,1,1385,57,405.821292442,dack,1,0,1,117854,True,1060.602811086,True
129,8,2,8,1,1256,67,407.823295346,dack,0,0,1,119554,True,890.718811086,True
129,7,8,7,1,1405,60,408.499292442,dack,0,0,1,120225,True,1057.157811086,True
129,8,2,8,1,1263,69,411.710295346,dack,0,0,1,123331,True,879.343811086,True
129,8,2,8,1,1262,68,411.710295346,dack,0,0,1,123333,True,879.018811086,True
129,8,2,8,1,1305,70,412.321295346,dack,0,0,1,124063,True,881.423811086,True
129,8,2,8,1,1348,71,413.153295346,dack,0,0,1,125036,True,881.748811086,True
129,8,2,8,1,1351,72,413.595295346,dack,0,0,1,125469,True,889.197811086,True
129,8,2,7,1,1031,74,416.039295346,dack,0,0,1,127780,True,883.802811086,True
129,8,2,8,1,1355,73,416.039295346,dack,0,0,1,127782,True,890.042811086,True
129,8,2,7,1,1061,76,418.717295346,dack,0,0,1,130123,False,,
129,8,2,7,1,1038,75,418.717295346,dack,0,0,1,130125,True,885.050811086,True
129,7,8,7,1,1409,62,425.282292442,dack,0,0,1,135256,True,1069.325811086,True
129,7,8,7,1,1420,63,425.737292442,dack,0,0,1,135726,True,1067.401811086,True
129,7,8,7,1,1421,64,426.582292442,dack,0,0,1,136524,True,1111.744811086,True
129,7,8,7,1,1406,61,431.479000028,no_ack,2,1,1,141102,False,,
129,7,8,7,1,1431,65,431.535292442,dack,1,0,1,141203,True,1113.187811086,True
129,8,2,7,1,1048,77,433.849295346,dack,1,0,1,143617,True,891.849811086,True
129,8,2,7,1,1069,79,435.162295346,dack,0,0,1,144685,True,892.356811086,True
129,8,2,7,1,1062,78,435.162295346,dack,0,0,1,144687,False,,
129,8,2,7,1,1052,81,435.604295346,dack,0,0,1,145113,True,900.819811086,True
129,8,2,7,1,1084,82,436.098295346,dack,0,0,1,145507,True,917.433811086,True
129,8,2,7,1,1097,84,437.151295346,dack,0,0,1,146397,True,920.384811086,True
129,8,2,7,1,1090,83,437.151295346,dack,0,0,1,146399,True,895.489811086,True
129,8,2,7,1,1050,80,437.775295346,dack,1,0,1,146885,True,902.626811086,True
129,8,2,7,1,1134,85,439.673295346,dack,0,0,1,148440,False,,
129,8,2,7,1,1215,86,440.388295346,dack,0,0,1,148996,True,907.982811086,True
129,7,8,7,1,1536,67,446.199292442,dack,0,0,1,153324,True,1108.390811086,True
129,7,8,7,1,1444,66,446.199292442,ack,0,1,1,153326,True,1087.915811086,True
129,7,8,7,1,1543,68,447.122292442,dack,0,0,1,154349,True,1093.427811086,True
129,7,8,7,1,1544,69,449.592292442,dack,1,0,1,156525,True,1109.963811086,True
129,7,8,7,1,1551,70,452.179292442,dack,0,0,1,158927,True,1094.038811086,True
129,8,2,8,1,1458,88,456.248295346,dack,0,0,1,162758,True,912.740811086,True
129,8,2,8,1,1489,90,457.366295346,dack,0,0,1,163777,False,,
129,4,5,4,1,1141,53,458.406292444,ack,2,1,1,164737,True,512.158811086,True
129,8,2,8,1,1497,92,458.718295346,dack,0,0,1,165198,True,915.262811086,True
129,8,2,7,1,1202,87,458.718295346,dack,1,0,1,165200,False,,
129,4,5,4,1,1157,54,459.121292444,ack,0,1,1,165537,True,492.723811086,True
129,8,2,7,1,1221,94,459.628295346,dack,0,0,1,166152,False,,
129,8,2,8,1,1496,91,460.564295346,dack,1,0,1,166973,False,,
129,8,2,8,1,1464,89,460.564295346,dack,1,0,1,166975,True,916.120811086,True
129,8,2,7,1,1359,96,461.643295346,dack,0,0,1,167998,True,954.925811086,True
129,8,2,7,1,1228,95,461.643295346,dack,0,0,1,168000,True,917.693811086,True
129,8,2,8,1,1506,93,462.358295346,dack,1,0,1,168527,False,,
129,4,5,4,1,1218,55,462.579292444,ack,1,1,1,168753,True,492.983811086,True
129,4,5,4,1,1225,56,463.853292444,ack,0,1,1,169933,True,494.231811086,True
129,7,8,7,1,1647,72,468.091292442,dack,0,0,1,173578,False,,
129,7,8,7,1,1569,71,468.988292442,dack,1,0,1,174354,True,1124.627811086,True
129,7,8,7,1,1664,74,472.823292442,dack,0,0,1,177965,True,1124.380811086,True
129,7,8,7,1,1660,73,472.823292442,dack,1,0,1,177967,False,,
129,4,5,4,1,1231,57,474.539292444,ack,0,1,1,179366,True,514.641811086,True
129,8,2,7,1,1365,97,476.918295346,dack,0,0,1,181628,True,953.326811086,True
129,4,5,4,1,1240,59,477.581292444,ack,0,1,1,182248,True,515.668811086,True
129,8,2,7,1,1378,98,477.958295346,dack,0,0,1,182775,True,953.677811086,True
129,8,2,8,1,1617,100,479.661295346,dack,0,0,1,184365,False,,
129,8,2,8,1,1626,101,480.103295346,dack,0,0,1,184773,True,960.983811086,True
129,8,2,7,1,1394,103,481.468295346,dack,0,0,1,185933,True,972.930811086,True
129,8,2,7,1,1384,102,481.468295346,dack,0,0,1,185935,True,966.664811086,True
129,8,2,7,1,1395,104,482.209295346,dack,0,0,1,186604,True,987.490811086,True
129,8,2,8,1,1608,99,482.209295346,dack,1,0,1,186606,True,981.471811086,True
129,4,5,4,1,1293,61,483.457292444,ack,2,1,1,187623,True,524.261811086,True
129,4,5,4,1,1283,60,483.457292444,ack,2,1,1,187626,True,523.754811086,True
129,4,5,4,1,1299,62,484.016292444,ack,0,1,1,188280,True,535.805811086,True
129,8,2,7,1,1385,105,485.160295346,dack,1,0,1,189416,True,1060.602811086,True
129,8,2,8,1,1682,106,485.745295346,dack,1,0,1,190073,True,1010.617811086,True
129,4,5,4,1,1307,63,485.888292444,ack,0,1,1,190232,True,536.923811086,True
129,4,5,4,1,1316,65,487.305292444,ack,0,1,1,191650,True,542.812811086,True
129,4,5,4,1,1312,64,487.305292444,ack,1,1,1,191653,True,543.358811086,True
129,7,8,7,1,1671,75,488.904292442,ack,0,1,1,193476,True,1157.387811086,True
129,7,8,7,1,1778,77,490.048292442,dack,0,0,1,194661,True,1173.455811086,True
129,7,8,7,1,1686,76,490.048292442,ack,0,1,1,194663,True,1164.992811086,True
129,7,8,7,1,1781,78,490.646292442,dack,0,0,1,195488,True,1190.199811086,True
129,7,8,7,1,1788,79,493.597292442,dack,0,0,1,198174,True,1187.287811086,True
129,8,2,7,1,1405,107,497.718295346,dack,0,0,1,201870,True,1057.157811086,True
129,7,8,7,1,1819,80,498.303292442,dack,2,0,1,202494,True,1169.542811086,True
129,8,2,8,1,1706,108,501.098295346,dack,0,0,1,205159,True,1059.900811086,True
129,4,5,4,1,1337,67,501.891292444,ack,0,1,1,205902,True,547.908811086,True
129,4,5,4,1,1334,66,501.891292444,ack,0,1,1,205905,True,547.414811086,True
129,8,2,8,1,1719,111,502.463295346,dack,0,0,1,206691,True,1066.179811086,True
129,8,2,8,1,1707,109,502.463295346,dack,0,0,1,206693,True,1085.354811086,True
129,4,5,4,1,1346,68,502.840292444,ack,0,1,1,207085,True,552.003811086,True
129,4,5,4,1,1347,69,503.308292444,ack,0,1,1,207583,True,552.302811086,True
129,8,2,8,1,1722,112,503.880295346,dack,0,0,1,208279,True,1067.154811086,True
129,8,2,8,1,1712,110,504.374295346,dack,1,0,1,208744,True,1070.157811086,True
129,8,2,8,1,1736,113,505.726295346,dack,1,0,1,209984,True,1071.314811086,True
129,8,2,7,1,1420,115,506.233295346,dack,0,0,1,210494,True,1067.401811086,True
129,8,2,7,1,1421,116,507.026295346,dack,0,0,1,211354,True,1111.744811086,True
129,8,2,7,1,1409,114,507.026295346,dack,1,0,1,211356,True,1069.325811086,True
129,7,8,7,1,1820,81,510.640292442,dack,0,0,1,215107,True,1175.652811086,True
129,7,8,7,1,1905,82,511.355292442,dack,0,0,1,215973,True,1180.345811086,True
129,7,8,7,1,1906,83,514.501292442,dack,0,0,1,218954,True,1203.212811086,True
129,8,2,7,1,1431,117,518.661295346,dack,0,0,1,223139,True,1113.187811086,True
